源声编码,源声描述,源声来源,观点编号,观点类别
201701ecm0058017,给老婆买的 老婆很喜欢 手机和卖家描述的一样 别看这照片质量这是我的小米手机拍的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058020,手机和预想中差不多，优点拍照前后摄像头都挺不错自拍很强， 听歌也不错，晓龙625处理器续航可以但玩游戏配置低了点。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058021,手机和专柜的一样，这款网速可以，内存够大，还有好多赠品，很划算。,Etianmao_hw,VPAD0755E001,性价比高
201701ecm0058022,手机和专卖店看得一样，充电充满后待机时间比较长，满意的一次网购,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0058027,手机很薄，屏幕挺大的，拍照功能非常的好，特别是自拍，画面很清晰。手机外观很好看，款型也很漂亮，屏幕大小刚刚好，无论是看视频，还是携带出门都很方便。,Esuning_hw,VPAD0082E002,拍照效果好
201701ecm0058028,刚到手，系统流畅，手机很薄，天线部分细线还是挺好看的，自带高清膜，都不需要贴很人性化，还有送了两个手机透明壳，送的礼品都很实用，指纹解锁也很棒，只希望不要越来也卡，很早之前买过vivo 手机后来换了苹果，现在又买了vivo.电池还挺能用，充电也快，拍照也美美哒，前置摄像头还有补光灯很好，棒棒哒,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058029,手机很薄好看。像素也很清晰，反应也快，挺好的,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058031,手机很薄很轻，拿在手上很舒服，指纹识别反映快，拍照，音乐，解锁，各方面都不愧高端，店家送了好多赠品，物流快，棒棒的！,Etaobao_hw,VPAD0452E001,手感/握感好
201701ecm0058032,手机外观好看，手机很薄很轻，拿在手上很舒服，指纹识别反映快，拍照，音乐，解锁，各方面都不愧高端，店家送了好多赠品，物流快，棒棒的。,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058045,手机很靓，没出现卡顿现象，快递很快，抛弃苹果，支持国产。,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058049,发货很快手机很美，用了几天了来评价的，上面的新功能很喜欢可以边看电视变聊天双屏幕还有像素很好，比我苹果下载东西都快，至于以后会不会卡顿还不知道，还有指纹好灵敏电池不怎么赖用感觉毕竟屏幕大，但是充电快总体还是很满意的，我以后都要支持国货！,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058050,手机很轻薄，是我想要的样子，玫瑰金很漂亮看着很时尚，送的礼品也很实用，就是没有自拍杆送，有点失望?，指纹解锁反应也很快总体还行，拍照也很清晰，比较满意,Etianmao_hw,VPAD0738E001,颜色好
201701ecm0058055,总的来说很不错，手机很实用，外观漂亮，照相也好，棒棒哒,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058057,手机很小巧，很适合女孩子用特别好，颜色也很漂亮，像素特别高。充电很快一个半小时充满了。,Esuning_hw,VPAD0738E001,颜色好
201701ecm0058065,手机狠好，物流也很快，拍照佷清晰，上网快好多，值得拥有,Ejd,VPAD0079E002,拍照清晰
201701ecm0058066,手机恨不错，京东快递真没话说的，隔夜就到了 ，还送东西。夜里拍照也清楚啊,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058067,手机划屏流畅 摄像头像素高 照片非常清晰 手感也不错,Ejd,VPAD0088E002,摄像头像素高
201701ecm0058072,手机灰色的不怎么好看，没有钢化膜，不过手机照相棒棒的，不错，送的礼物挺喜欢的,Ejd,VPAD0082E002,拍照效果好
201701ecm0058073,手机回来后看第一眼我就爱上它啦！那个颜色，那个手感，都是我非常喜欢的类型！媳妇喜欢拍照，用这个拍照瞬间感觉自己变了！一个性价比很高的漂亮手机?！值得你拥有！,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058075,手机回来了，物流很快，店家的服务态度很好，很满意用的也很流畅，手感很好，像素也很清晰。之后还会光临的。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058076,手机回来特别喜欢呢，玫瑰金颜色灰常漂亮，机身大方灵巧，内存大玩游戏也不会卡顿闪退，操作也很流畅，前置摄像头拍照又清晰又好看。100个赞哟~,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058077,手机回来以后和想象中的一样样的，以前的手机内存一直是不够用，这下应该没有问题了，网速也非常快，看了一下是正品，送的礼物也非常不错，非常适用的，店家态度也一流，力挺本店，会介绍朋友来的。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058082,手机价位太高优点：很好看，拍照厉害！！！！！！...缺点：价位和处理器！！你们懂！！！！！！...总结：外观很漂亮，很喜欢，这个价位没有821的很遗憾...,Ezol,VPAD0459E001,外观好看
201701ecm0058086,手机非常好 手机解锁速度也非常快 不是一般的快 好快 。系统也流畅 。拍的照片也不错,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0058087,手机今天刚到手30号买的手机收到特别开心，手机一拆封感觉这手机确实不错，用了几个小时才来评价，手感很好，指纹识别特别快，自拍超清晰，运行也非常流畅，没入手的朋友赶快入手哟！！！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058090,手机今天刚收到，物流比我想象的还要快。，手机质量也是杠杠的。手机很有质感，是我想要的厚度，照相效果也不错。当时拍的时候只看到官方标配，没注意到套餐一，有点小后悔。不过送的东西也是挺多的了，满意，全五分。,Etianmao_hw,VPAD0284E001,质量好
201701ecm0058096,手机今天拿到了，挺好的，老婆拿在手里美美的，希望今晚还有一顿老婆亲手做的丸子汤给我点奖励！期待中……,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058102,手机经过慢慢的等待，终于到我手上了，比我想象中的要好，该送的都送了，客服，快递都很给力。,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0058103,手机就不晒单了根跟图片一模一样手机到手先体验一点段时间再来追评吧，手机灵感蛮不错的各方面待观察,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058106,刚拿到手的手机就迫不及待在楼下的花圃试拍了，发现真的很不错，拍得很清楚，很喜欢。本来买这手机就是冲着拍照功能去的，还好没辜负我的期望。,Esuning_hw,VPAD0079E002,拍照清晰
201701ecm0058107,用了几天，手机就闪屏了，还好卡,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0058109,手机绝对是正品，反应能力特别快，价格比实体店的低，赠品多，电话手表也特别好用，重要的是卖家服务态度特别好，朋友也买了这款还没到货，手表孩子特喜欢。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058110,手机绝对是正品，看中这款黑色，配置绝对够了，后台四五个都不会卡，如果X9plus有黑色的话我就买plus了，太喜欢黑色了。。。拍照速度决定快，打开拍照瞬间对焦。。。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058114,手机卡,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0058116,手机卡还没按进去，卡太大，手机店都下班了，好尴尬！手机用着非常满意，从xplay3s开始就是v粉了，会一直支持的，一起加油吧！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058117,手机卡机。掉网，不怎么好。哎。还是到实店买好,Etianmao_hw,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0058118,刚收到手机看到包装很高大上，检查了一下，是正品。拆开一看送了好多礼品，充电宝，音响，收纳包，手机贴膜，两个手机壳，哇塞，简直喜欢的不要不要的，只允许上传五张照片，挑着主要的传吧，供给大家参考，真的挺好的，比在实体店买送的东西多不少，送老公的，他很喜欢,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058122,手机看起来是正品！送的东西也没有拉下，唯一不好的就是顺丰有时候真慢！还没有韵达快！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058126,手机看上去还可以，刚到手很快，指纹解锁也很快，就是有滑屏的时候还是有点问题，滑着滑着跳到另一个界面去，跟客服说，还得检测才能更换，男朋友说没什么大问题，懒得换了，也就没换，用了几个星期了，感觉指纹解锁也没有那么灵敏了，希望不会越来越差吧,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058129,手机看着很不错的，就是不知道为什么外面是京东的塑封。帮人买的，希望好用点，送了充电宝和蓝牙音箱,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058130,手机看着真心不错，是自己理想的手机，希望耐用性强,Ejd,VPAD0459E001,外观好看
201701ecm0058139,手机可以，感觉现在反应慢了,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058140,手机可以，还挺好的，不知道以后会不会卡啊什么的，感觉还好吧，手感不错，颜值夜可以，希望国产在努力，。。,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0058145,手机可以，就是送的东西为什么要这么久？,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058147,手机可以 就是太费电,Ejd,VPAD0101E002,待机或使用时间短
201701ecm0058151,手机可以。晒照效果好。也不怎么耗电,Ejd,VPAD0082E002,拍照效果好
201701ecm0058155,手机可以很不错 特别是象素 真没话说,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058156,手机可以，图片没有正在用送的东西多,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058157,手机可以，续航时间长,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058159,手机可以，音质，拍照都很好。,Ejd,VPAD0385E001,外放音质好
201701ecm0058166,手机快充非常快女票说很好，拍摄显示效果很好，做工很精细，外观真的挺漂亮，体验超棒，上午买，下午就到了,Esuning_hw,VPAD0165E001,充电快
201701ecm0058168,手机快充大赞，特别喜欢，拍照效果特别好，看着很漂亮，外形挺漂亮，快递师傅也很赞。,Esuning_hw,VPAD0165E001,充电快
201701ecm0058170,手机款式很好看高大上档次，运行挺流畅，功能很好强大，拍照很清楚，玩游戏一点也不卡，支持国产没毛病。,Ejd,VPAD0459E001,外观好看
201701ecm0058178,手机款式挺好、像素很高、快递很给力,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058180,手机来了，刚打开，非常好，运行很快，外观很好看，非常棒，尤其是像素，,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058184,很不错。第二次在网上买手机了，买之前朋友都说怎么不去实体店，还是相信网上的，物流也很快。当时应该是销量太好了，推迟了几天才发货，第一次没给发票。掌柜说补发，服务态度很好，手机手感与外观很不错哦。第一次用vivo的，不错！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058185,今天收到手机了，哇！哇！好漂亮，手感也很好，网速也很快，玩游戏手机也不会卡顿，拍出来的相片也很清晰，特别前置摄像头，好的设话说了，真心喜欢这宝贝！好评哦！,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058189,手机历经两次，第一次摄像头有污渍瑕疵在内部擦不到，退换了。换后，背面漆壳还是有磕碰痕迹，强迫症表示很郁闷，但真心懒得换了，弄个手机壳眼不见为净，凑合吧。机子还行，挺大气，继续用用看了……京东服务很给力，赞一个?,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058190,手机两天就到了，很快！手感很不错，外观大气精致，像素清晰，星空灰色很好看。值得购买。,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058191,手机灵敏度反应很快 拍照像素好看多 X9是国产非常好的一部手机 比我的苹果6好多了 送得东西又多 非常值得够买,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058192,手机流畅，用这还可以，像素挺好,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058193,手机非常完美的流畅的运行，不得不说，一款主打拍照的手机 像素那是没得说，虽然，在使用的时候，出现了一些问题，但是更新了系统之后，这样的问题就不存在了！而且手机的颜值是相当的不错，同事都说这个手机漂亮！其实，个人感觉，这款手机的定位，就是，那种不爱玩游戏的人设计的！所以，小伙伴们 就不要犹豫了，快下手吧！,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058194,手机流畅度很好，6G运存就是快，前置柔光双摄就是牛逼，刚收到，玩游戏，进王者一点不卡，支持国产，国产崛起， 为了中华民族的伟大复兴而努力！！！,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058195,手机裸奔运行特别快，当然还没开始下载别的app.不过作为一个爱美颜的妹子，这个虚荣心已经大大得到满足，系统很流畅，果然没令我失望。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058196,手机买的的是128G的玫瑰金，使用了半个月才来评价的，手机的流畅感很好，没有出现卡顿和断片的现象，在用这个VIVOx9之前我用的是苹果X6P用了1年大半年了为了支持国货我果断替换了，本想以为会不适应但使用下来完全没有任何的不适应，确实不错，我很少去评价我买的东西的，这个确实不错我才罗里吧嗦说多了,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058203,手机买回来第二天就有卡顿现象，而且送的vr还有手表都垃圾。不好用一点也。后悔买这个手机.,Etianmao_hw,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0058204,手机买回来名符其实，手机运行快，照片拍的也很好，大小也正合适，值得买这个手机，等等给我老婆再买一下个。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058206,很好的一次购物，手机买来手机就送了一个电话手表，低音炮黑点好，大儿的用手表，老婆的手手机，小儿子用低音炮听歌，很划算！加九元送的东西也很给力，好评还送别的，不错必须好评,Etianmao_hw,VPAD0755E001,性价比高
201701ecm0058213,物流挺快，手机蛮可以的，但是用了两天就后悔了，可能是之前用习惯了小米，所以觉得vivo的计算器，闹钟，日历，备忘录等设计没有小米那么人性化，但是这款手机像素高，我是一个冲动的消费者，脑子一热就买了个像素虽高但我却不需要的手机，还是建议去实体店体验下。还有耗电确实是蛮快，比用了两年的小米还耗电快而且开的应用并不多，但是充电速度蛮快。最后想问，淘宝闪退是什么鬼,Etianmao_hw,VPAD0088E002,摄像头像素高
201701ecm0058218,手机蛮好的，喜欢！拍照杠杠滴，你值得拥有、喜欢的小伙伴赶快下手吧&hellip;&hellip;,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058219,手机蛮好的，相素高反应又快，大爱，都舍不得拿出来用，生怕弄花了弄坏了,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058222,手机蛮好用的，自拍功能比较强大，双摄像虚化棒棒的，拍景也是棒棒哒,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058223,手机蛮漂亮的也很好用 赠品也很多 嘻嘻嘻嘻嘻嘻嘻 超喜欢拍的照片 特别清楚 嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058228,手机没得说，刚刚滴，样式好看，很有手感，像素完美，自拍神器，送了两个软手机壳，还有一个屏幕膜，赠品也不错，尤其是那个小音响，可爱的很，总而言之，手机值得拥有,Ejd,VPAD0452E001,手感/握感好
201701ecm0058229,手机没得说，礼品也送的多这我就不发图片了，和店主描述一样，只有多送没少了的，就是快递慢了点，其他没啥好说。下次在光顾。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058231,手机没得说，因为不苏宁生产的，只是销售的，苏宁物流太***，不改善迟早是一个死字？,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0058233,手机没的说 像素棒 运行还快 物流也是棒棒的给力 价格合适还好用 送父母 给朋友必备单品,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058237,手机没开封，手感不错，膜都已经贴好，两个套子，VIVO做的真心不错，很贴心，指纹识别反应很快，基本即点即解锁，拍照，音乐，各方面都不愧高端，做工一点也不输苹果！还送一大堆赠品！真的太好了,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058246,手机美观大方，速度很快，内存够大，拍照漂亮，值得拥有！京东快递一如既往的速度快，服务好！,Ejd,VPAD0459E001,外观好看
201701ecm0058247,手机美丽大气，送给我女朋友的，她很喜欢。尤其自拍，那是相当给力。,Ejd,VPAD0459E001,外观好看
201701ecm0058248,手机美美哒！功能也很强大！！速度快！拍照是真心好！！就是快递有点不开心！我星期六下单，星期天在家等一天都没到！说好的第二到货呢！！！不开心,Ejd,VPAD0459E001,外观好看
201701ecm0058249,手机美颜真不错，非常完美粉色很好看，手机反应挺快的，送的东西挺实惠，快递给力,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058250,手机勉强过的去，就是电池不怎么滴。,Ejd,VPAD0101E002,待机或使用时间短
201701ecm0058252,手机木有发票居然，不知道是不是正品，卖家说送的东西都送了，就是登山包质量真不咋地，其他的都很好，手机不卡，毕竟我不玩大型游戏，充电也很快，电池还算耐用，发货和物流速度很满意，机身颜色质感都不错，就是木有发票不能理解！！！,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0058253,手机目前没发现什么问题 但对客服的态度相当不满意 手机买回来只用了手机 充电器 蓝牙小音箱，耳机 自拍杆 充电宝根本就没拆开看过 当拆开充电宝是发现充电宝上有划痕 询问客服是否能换一下 客服居然说是我自己划的 我就呵呵了 自己划的我会来问能否换一下？,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058255,手机目前在使用中，暂时没法用有什么问题，指纹解锁不太灵敏，音质还是不错的，像素好。,Ejd,VPAD0385E001,外放音质好
201701ecm0058259,手机拿到用了几天，挺不错的，暂时没发现什么不足的地方，电池也耐用，值得购买。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058261,手机拿到后第一时间拆开试了试 很贴心！手机膜给贴好了 系统软件常用的也都装好了 真的不错 前置像头拍出相片自带美颜 运营畅快 真的很好,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058263,手机拿到就迫不及待的使用了，触摸很灵敏，光感手感都不错，冲着像数去的，没有失望，有需要还会好。,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058272,手机拿到了，哈哈?，可以，速度挺快的的，就是物流因为雾霾来的有点慢，其他都可以，客服服务挺好的，就是手机4g不会点调，不知道是不是我卡的问题。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058277,手机拿到了 颜值不错 自拍效果很强大的 非常适合女孩子用的 客服服务态度很好的,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058279,手机拿到全新，试用各种功能都很好用，拍照很清楚分辨率也高清，手机大小刚好送的礼品很实用值得购买。,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058282,送货速度很快，手机拿到手第一感觉就是很有手感，系统超级流畅，，2000万像素拍照就是不一样。?? 系统的一些功能还在试用中。,Ejd,VPAD0452E001,手感/握感好
201701ecm0058284,手机拿到手后，非常的满意，很喜欢这一款灰色，像素很好，随便找了个天黑的时候测试了一下，感觉很不错，一直都很喜欢vivo，希望越做越好！,Etianmao_hw,VPAD0738E001,颜色好
201701ecm0058285,给妈妈买的，手机拿到手后妈妈很喜欢，说很漂亮，像素很好，而且音质也不错，就是双摄虚化不是很明显，不太好用的感觉,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0058293,手机拿到手已经有人好几天了，试用的过后面再来评价的。手机真心不错我之前一直用的是苹果的，一下来了用的这个也没有不是适应。就是我用手机软件和放图片多，我买的运存太小了有点卡要随时清理。后面的跟我情况一样的话费可以选择6G运存以上的。跟卖家提个意见吧，包装有点差了改进一下吧。??,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0058294,手机拿到用了两天，不卡顿，操作人性化，之前一直用华为手机，感觉vivo比华为更好用，电池续航能力很强，充电快。送的礼物很喜欢，其他的用过了再补充,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0058295,手机拿到用了一个礼拜左右，还挺好的，也不卡，是正品，像素也挺好的，挺喜欢的，以后需要还会再来的,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0058301,手机拿在手里感觉非常的好，照相真的是棒极了！,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058304,手机拿着很舒服，很顺畅，拍照确实很清晰，非常喜欢，买这个手机是个不错的选择,Ejd,VPAD0452E001,手感/握感好
201701ecm0058306,手机拿着特别上档次！像素也很好！耗电量也很好！比较喜欢这款金色。喜欢的美女赶紧下手过年用很有面子,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0058307,手机拿着质感好，听音乐效果好，像是小音响，拍照的话也很满意，毕竟像数那么高！！！送的大礼包超丰富，什么都有很齐全！整体来说很喜欢！！！,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0058311,手机内存大，速度快，照相清晰，支持国产手机,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058312,手机挺不错，手机内存又大，运行不卡，电池容量还很大，特别是双引擎闪充，充电特快，1个小时就充好了，真不错，之前想买vivoxplay6的，看这个新出的，感觉不错就买了，相信vivo手机,Etianmao_hw,VPAD0165E001,充电快
201701ecm0058314,手机拍摄效果好，续航时间长优点：这款 vivo X9Plus 的前置主摄像头采用vivo独家定制2000万像素索尼IMX376传感器，还可在弱光下合成更大感光面积，提升画面亮度；800万像素摄像头为副摄像头，可精准测量景深，双摄像头协同自拍下，所有像素点都拥有距离镜头距离的信息，实现不同远近的拍照物体分层，并结合ARCSOFT和vivo共同开发的背景虚化算法，让人物主体对焦锐利突出，层次线条分明，实现自拍人物主体突出、背景虚化的浅景深效果。很满意手机的拍照效果。...缺点：手机的价位稍微有些偏高...总结：手机很满意，自拍和续航都给力。...,Ezol,VPAD0082E002,拍照效果好
201701ecm0058315,手机拍照，待机时间给力，快充也不错，赞一个,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058316,手机拍照太棒了，各方面都很好额,Ejd,VPAD0082E002,拍照效果好
201701ecm0058317,手机拍照棒棒哒，样子设计的也很好，喜欢,Ejd,VPAD0082E002,拍照效果好
201701ecm0058318,非常满意，手机拍照超清，屏幕5.88的屏幕看电影刚好，运行又快！我喜欢???,Ejd,VPAD0079E002,拍照清晰
201701ecm0058319,手机拍照非常强大。颜值超高。满意,Ejd,VPAD0082E002,拍照效果好
201701ecm0058320,手机拍照非常清晰，指纹解锁也很快，播放音乐那叫一个完美，外形也很中意哦支持国产没错,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0058321,手机拍照功能没的说。颜色特别漂亮。美肤功能强大。手机也很漂亮。很喜欢。想在入手一台。分期压力小。一个月就两百多。。哈哈,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058322,手机拍照功能确实强大 分期购的也很方便，很流畅 送的有充电宝 小包包 还有蓝牙音箱 后续的还没体验，等体验后再追加哦,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058323,手机拍照功能真的好强大，简直把颜值拉高好几度，拍的照片感觉很棒，还有音质也很让我惊讶，外放完全无压力，基本无杂音。其他功能和一般的智能机差不多，整体来说很满意，感觉不亏。,Ejd,VPAD0082E002,拍照效果好
201701ecm0058324,手机拍照好，用着顺手，是vivo的老顾客了！,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058325,手机拍照很清楚美颜十分的强大背景虚化也很好，手机运行的速度非常快比我之前的6p还要快和6p一样的大小但是重量上还是x9舒服屏幕细腻。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0058326,手机拍照可以就是价钱有点贵,Ejd,VPAD0082E002,拍照效果好
201701ecm0058327,手机拍照没的说 很不错,Ejd,VPAD0082E002,拍照效果好
201701ecm0058328,手机拍照特别好，很喜欢，也送了很多小礼品，朋友看了也想买了,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058329,手机拍照像素非常清晰，运行也不卡，指纹解锁非常灵敏，外观比较漂亮，就是耗电快，虽然是双引擎闪充，总体来说物有所值吧,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058331,手机拍照效果不错，运行也很快，第一次用这么高运行内存的，果然体验不错,Ejd,VPAD0082E002,拍照效果好
201701ecm0058333,手机拍照贼给力，支持国产,Ejd,VPAD0082E002,拍照效果好
201701ecm0058334,手机拍照质量挺好，用起来速度也挺快的。好评,Ejd,VPAD0082E002,拍照效果好
201701ecm0058335,手机牌子差不多快用过来一遍了，还是决定支持国产！前摄像头在国产手机里算是最满意的一个了！不过这个看起来内存很大，但是软件不能搬家还在系统运行内存里，感觉是唯一的缺陷了！电量嘛，像我这种一天不离手机的，相当于一天不用充电了！总体来说性价比还是挺高的,Etianmao_hw,VPAD0277E001,支持vivo
201701ecm0058336,手机配置不算好，x7好像还是652吧，怎么x9换625了。只有64G能买到居然敢把内存卡弃了，你们觉得64对于老司机会够用？双卡我用不上啊。其它都还好，现在的手机基本很少看到会卡的。操作很流畅，增加许多设置，更加人性化了。之前用的x5 Pro，感觉那是最好看的，手机只喜欢黑色白色。主要vivo系统一些操作更习惯，还有云端存的联系人，不然可能会选择其它的。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058346,手机漂亮，摄像清晰，很适合男人使用,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058347,手机漂亮运行流畅，特别是信号很好，国产手机越做越好，支持国产都把三星苹果干掉。买的时候说有东西送收到货了不知道什么时候才补寄过来,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058349,手机漂亮的没话说，运行速度快，电池待机两天，拍照那就没话说了，物流也很给力,Ejd,VPAD0082E002,拍照效果好
201701ecm0058358,用了这么久 手机屏幕大 挺好用 网络也快 挺好用的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0058359,手机屏幕够大。颜色很正。网速很快！信赖京东,Ejd,VPAD0738E001,颜色好
201701ecm0058360,手机屏幕够大，整体手机还是比较满意。清晰度比我的顶配小米手机好很多，而且拍照也非常不错，这是我看了弟弟用的好，所以又买了一个，算是新年礼物吧！,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058362,手机屏幕很大，看视频特别好，音质也很好，店家服务很好也很耐心，好评呀！,Etianmao_hw,VPAD0385E001,外放音质好
201701ecm0058363,手机屏幕很大，清晰度也好，关键是摄像头拍照清晰，电池也耐用，充满电正常使用一到两天，而且充电速度很快。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0058365,手机屏幕没有5.5，小很多，照相也不清晰，电磁也不是很耐用！懒得退了，但是改天有空我也要去手机店看看是不是原装的,Etianmao_hw,VPAD0101E002,待机或使用时间短
201701ecm0058367,手机屏玩游戏看电视都特别爽，运行速度也可以，手机电量玩一整天都没问题，一个多小时充满，玩一整天，挺好的。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0058368,手机婆婆已经用上了，非常好用，像素也高，跟喜欢，每天都抱着不撒手?，卖家人也非常好,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058371,手机刚开始用的前两天电量可以用两天，用了一个星期之后就不行了，只能用一天，而且手机还没贴钢化膜呢触屏就不灵敏了，还有点卡,Etianmao_hw,VPAD0101E002,待机或使用时间短
201701ecm0058372,手机前天收到了，特意用了才来评价的，手机确实很不错，有质感。像素还有上网速度都是很给力，满意！ 就是送我的礼物说好的呢几样为什么都变了？难道没有了吗？,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058374,手机前置摄像头拍出来的照片都不用美图了，后置也很清晰，指纹解锁特别灵敏，还有就是送的东西很喜欢，收到后很开心。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0058376,手机前置双摄像头是一大亮点，前置指纹识别也比后置更美观实用，主流中高端配置，整体颜值高，送的礼品不少还很实用！5星好评！！,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0058377,手机强大，系统流畅不卡，性能好，价格偏高,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058378,手机强大，好用，上网速度快,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0058379,手机切实不错 中国品牌真的很成熟了 越做越好 特意用了一个星期才来评价 拍照 电池 反应 都相当给力 指纹解锁比我之前6s都灵都好用 国产加油 支持vivo 希望越做越好 越走越远 加油,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0058381,手机轻薄，手感非常好，特意用了一天才来评价的，照相很清晰，声音音质不错，对比苹果6这个好用多了。谢谢送了这么多赠品，超喜欢智能电话手表。,Etianmao_hw,VPAD0452E001,手感/握感好
